,DHSID,LAT_GPS,LON_GPS,CLUSTNUM,URBAN_RURA,wealth_index,education_completed_yrs,electricity_access,RADIUS(KM)
296,PH201700000750,14.10286981,122.978093541,750.0,R,-56370.40909090909,8.0,0.9090909090909092,10
297,PH201700000751,13.2847241688,123.321734835,751.0,R,-35965.52380952381,8.761904761904763,0.9523809523809524,10
298,PH201700000752,13.8699310823,123.695653435,752.0,R,-45298.04166666666,9.041666666666666,0.9583333333333334,10
299,PH201700000753,13.4325732801,123.534679154,753.0,R,-91994.0,5.708333333333333,0.6666666666666666,10
300,PH201700000754,13.5178585735,123.279424383,754.0,R,21700.04,9.28,0.88,10
301,PH201700000755,13.7269768767,123.2213079,755.0,R,-5312.346153846154,8.26923076923077,0.9615384615384616,10
303,PH201700000757,13.4079710618,123.409323697,757.0,U,81621.13043478261,12.608695652173912,0.9565217391304348,2
304,PH201700000758,13.7643319358,123.540170292,758.0,R,20824.70833333333,10.0,0.9583333333333334,10
305,PH201700000759,13.511100564,123.59174465,759.0,R,-48356.375,8.041666666666666,0.9166666666666666,10
306,PH201700000760,13.6352302621,123.191996587,760.0,U,73762.63636363637,13.409090909090908,1.0,2
307,PH201700000761,13.6539014168,123.124510985,761.0,R,3092.2,9.16,0.96,10
308,PH201700000762,13.5780833841,123.083166435,762.0,R,-9804.95652173913,9.26086956521739,0.9565217391304348,10
309,PH201700000763,13.8812577893,124.311101802,763.0,R,10018.192307692309,10.307692307692308,0.9615384615384616,10
310,PH201700000764,13.6555582852,124.301056941,764.0,R,-10267.84,8.64,0.92,10
311,PH201700000765,13.7892994674,124.40335525,765.0,R,-43371.958333333336,8.083333333333334,0.9583333333333334,10
312,PH201700000766,13.5891742959,124.234277882,766.0,R,103069.82608695651,12.91304347826087,1.0,10
313,PH201700000767,13.5763713908,124.161751599,767.0,R,11536.0,8.909090909090908,1.0,10
314,PH201700000768,13.6272456625,124.065208646,768.0,R,-11089.681818181818,9.090909090909092,0.9090909090909092,10
315,PH201700000769,13.9862753412,124.166880791,769.0,R,4529.285714285715,9.285714285714286,0.9047619047619048,10
316,PH201700000770,13.7382284712,124.145173322,770.0,R,-25065.33333333333,7.458333333333333,0.8333333333333334,10
317,PH201700000771,13.8736489911,124.287683156,771.0,R,-66828.45833333333,8.166666666666666,0.9166666666666666,10
318,PH201700000772,13.60704608,124.237632231,772.0,R,61152.29166666666,11.875,1.0,10
319,PH201700000773,13.5801632611,124.144757698,773.0,R,-8381.04347826087,10.434782608695652,1.0,10
320,PH201700000774,13.6638647232,124.034912046,774.0,R,-26695.761904761905,8.904761904761905,1.0,10
321,PH201700000775,12.4149026832,123.524531956,775.0,R,-67499.88,7.84,0.8,10
322,PH201700000776,12.1798601037,123.389198001,776.0,R,-53291.92,7.04,0.76,10
323,PH201700000777,12.5104420969,123.253939448,777.0,R,-126438.63636363635,5.045454545454546,0.1818181818181818,10
324,PH201700000778,12.3174609682,123.696084872,778.0,R,-42717.16666666666,8.708333333333334,0.9166666666666666,10
325,PH201700000779,11.9590604801,123.835548123,779.0,R,-88058.4,6.4,0.44,10
327,PH201700000781,12.5073328716,123.461078894,781.0,R,-72678.6,8.0,0.64,10
328,PH201700000782,12.4647506188,123.374876692,782.0,U,-19383.32,9.24,0.88,2
329,PH201700000783,13.017759287,122.987135529,783.0,R,-82476.36,7.72,0.72,10
330,PH201700000784,12.1816752299,123.816425128,784.0,R,-33513.22222222222,9.407407407407408,0.9629629629629628,10
331,PH201700000785,11.7749010981,124.02611722,785.0,R,-35618.64,6.24,0.84,10
333,PH201700000787,13.0318338466,124.0412118,787.0,R,-19626.92,6.96,0.92,10
334,PH201700000788,12.9908247551,123.915012413,788.0,R,-42518.46153846154,8.384615384615385,0.9230769230769232,10
335,PH201700000789,12.8888772966,124.094314816,789.0,R,51626.64,10.24,1.0,10
336,PH201700000790,12.6624378222,123.99060174,790.0,R,-43572.28571428572,8.464285714285714,0.9285714285714286,10
337,PH201700000791,12.6939888813,124.037482179,791.0,R,-15834.363636363636,8.409090909090908,1.0,10
338,PH201700000792,12.5566986122,124.028198682,792.0,R,-80515.32,7.2,0.96,10
339,PH201700000793,13.0108477354,124.133991855,793.0,R,-19339.07692307692,9.192307692307692,0.9615384615384616,10
340,PH201700000794,12.9704567166,123.996872184,794.0,R,54565.4,11.36,1.0,10
341,PH201700000795,13.0063165523,123.75944089,795.0,R,-85299.04166666667,7.833333333333333,0.875,10
342,PH201700000796,12.8210708566,124.143877728,796.0,R,13034.16,9.6,0.88,10
343,PH201700000797,12.7598543243,123.984039998,797.0,R,-57411.96153846154,8.346153846153847,1.0,10
344,PH201700000798,12.7026678661,124.136849427,798.0,R,-63833.5,6.833333333333333,0.9583333333333334,10
345,PH201700000346,10.812822754,122.960792928,346.0,U,33453.95238095238,10.761904761904765,1.0,2
346,PH201700000347,10.5897878873,123.042811965,347.0,U,-20544.3,9.6,0.95,2
347,PH201700000348,10.8838242033,123.464165588,348.0,R,-17146.833333333332,9.27777777777778,1.0,10
348,PH201700000349,9.81470223556,122.447305337,349.0,U,-23546.8,9.4,0.95,2
349,PH201700000350,10.2814382212,122.85622776,350.0,U,-55198.77272727273,7.227272727272727,0.9545454545454546,2
350,PH201700000351,10.3652702086,123.015725238,351.0,U,-58230.91666666666,5.75,0.9583333333333334,2
351,PH201700000352,10.8251568785,123.05103465,352.0,U,-30308.625,8.791666666666666,0.9166666666666666,2
352,PH201700000353,10.8849306209,123.512440575,353.0,U,-64673.63636363636,6.727272727272728,0.9545454545454546,2
353,PH201700000354,10.5576050596,123.199042455,354.0,U,-164734.91304347827,2.782608695652174,0.6521739130434783,2
354,PH201700000355,10.5894419946,122.947285358,355.0,U,1749.9166666666667,10.208333333333334,0.9166666666666666,2
355,PH201700000356,9.75170891562,122.444355885,356.0,R,71298.91304347826,12.782608695652174,1.0,10
356,PH201700000357,10.4846809616,122.924104995,357.0,U,-51819.68,8.72,0.96,2
357,PH201700000358,10.6667370756,122.987657886,358.0,U,156897.0625,13.625,1.0,2
358,PH201700000359,10.6728586555,123.053118569,359.0,U,-19604.78260869565,9.521739130434783,0.9565217391304348,2
359,PH201700000360,10.6629864362,122.956498337,360.0,R,3223.478260869565,9.956521739130435,1.0,10
360,PH201700000361,10.6522012379,123.019104702,361.0,U,52849.705882352944,10.294117647058824,0.9411764705882352,2
361,PH201700000362,10.6295192099,122.956507156,362.0,U,125271.92857142857,12.071428571428571,1.0,2
362,PH201700000363,10.6579466831,122.945956009,363.0,U,29162.33333333333,9.833333333333334,1.0,2
363,PH201700000364,10.6004556205,122.909851482,364.0,U,43582.444444444445,9.944444444444445,1.0,2
364,PH201700000365,10.6074589192,122.970428312,365.0,U,-17337.933333333334,9.066666666666666,1.0,2
365,PH201700000366,10.6720464617,123.029489499,366.0,U,91534.76923076923,11.384615384615383,1.0,2
366,PH201700000367,10.6743893641,122.993777123,367.0,U,147047.16666666666,14.25,1.0,2
367,PH201700000368,10.6876940099,122.970112538,368.0,U,82210.06666666667,12.666666666666666,1.0,2
368,PH201700000369,10.6457157544,122.978913758,369.0,R,2366.25,9.5,0.875,10
369,PH201700000370,10.6494943968,122.963233357,370.0,U,154762.5,13.7,1.0,2
370,PH201700000371,10.6202104693,123.013410442,371.0,U,-57168.882352941175,8.647058823529411,1.0,2
371,PH201700000372,10.6214901113,122.940505299,372.0,U,3586.5714285714284,8.571428571428571,0.8571428571428571,2
372,PH201700000373,10.6615530068,122.933502464,373.0,U,34206.5,10.65,0.95,2
373,PH201700000799,11.7044565437,122.312107125,799.0,R,32161.48,10.72,1.0,10
374,PH201700000800,11.6797152031,122.377790929,800.0,R,21639.916666666668,10.666666666666666,0.9583333333333334,10
375,PH201700000801,11.8352676312,121.924716922,801.0,R,-22799.041666666668,8.083333333333334,1.0,10
376,PH201700000802,11.6301036764,122.358860805,802.0,R,43999.625,11.0,1.0,10
377,PH201700000803,11.5757933213,122.465900674,803.0,R,31275.45833333333,9.958333333333334,1.0,10
378,PH201700000804,11.5234034297,122.250407858,804.0,R,-106171.56,4.48,0.92,10
379,PH201700000805,11.7177258113,122.378490051,805.0,R,30089.772727272728,10.909090909090908,1.0,10
380,PH201700000806,11.8018974554,122.06833568,806.0,R,-11473.916666666666,13.125,0.9583333333333334,10
381,PH201700000807,11.9486507833,121.931703558,807.0,U,44442.625,10.333333333333334,1.0,2
382,PH201700000808,11.8567198826,122.04749071,808.0,R,-35195.04347826087,9.043478260869565,0.8695652173913043,10
383,PH201700000809,11.5719724297,122.428334223,809.0,R,-22903.75,13.041666666666666,1.0,10
384,PH201700000810,11.6162480622,122.472314722,810.0,R,-28960.5,7.5,1.0,10
385,PH201700000811,11.2995400252,122.06350754,811.0,R,-8945.692307692309,9.423076923076923,0.8461538461538461,10
386,PH201700000812,10.8911175485,122.021446622,812.0,R,-28264.391304347828,6.739130434782608,0.9130434782608696,10
387,PH201700000813,11.3182895003,122.077167848,813.0,R,-87580.12,5.16,0.88,10
388,PH201700000814,10.468280772,121.947434756,814.0,R,21012.32,11.2,1.0,10
389,PH201700000815,10.8058975916,121.997417232,815.0,R,-8139.739130434783,10.391304347826088,0.9565217391304348,10
390,PH201700000816,10.8069963139,122.074852687,816.0,R,-17455.727272727272,7.772727272727272,0.8181818181818182,10
391,PH201700000817,11.0630820468,122.079093423,817.0,R,-1967.3478260869565,8.347826086956522,1.0,10
392,PH201700000818,11.394834057,122.084352384,818.0,R,-65506.32,6.56,1.0,10
393,PH201700000819,11.0124611379,122.125493388,819.0,R,-90931.38095238096,6.095238095238095,1.0,10
394,PH201700000820,10.4577188783,121.916890875,820.0,R,-60125.0,8.038461538461538,0.8846153846153846,10
395,PH201700000821,10.7683968561,121.997588628,821.0,R,26157.52380952381,14.095238095238097,0.9523809523809524,10
396,PH201700000822,10.8818678174,122.166107592,822.0,R,-105219.375,4.041666666666667,0.9166666666666666,10
397,PH201700000823,11.5806385523,122.742864041,823.0,U,-2479.5,9.307692307692308,1.0,2
398,PH201700000824,11.4387385508,122.832664879,824.0,R,-15361.17857142857,8.107142857142858,1.0,10
399,PH201700000825,11.3608954896,122.970277639,825.0,R,-90105.48,6.76,0.96,10
400,PH201700000826,11.3078088777,122.694464621,826.0,R,-33855.333333333336,6.888888888888889,1.0,10
401,PH201700000827,11.4723175662,122.666599497,827.0,R,-46213.0,8.12,0.88,10
402,PH201700000828,11.293641625,122.467407528,828.0,R,-163161.5,5.538461538461538,0.0,10
403,PH201700000829,11.6019308713,122.740569121,829.0,U,54238.14814814815,10.88888888888889,1.0,2
404,PH201700000830,11.4469512703,122.81873501,830.0,R,4493.48,9.08,0.96,10
405,PH201700000831,11.4746940852,122.749984568,831.0,U,-14733.76923076923,8.807692307692308,1.0,2
406,PH201700000832,11.3944282308,122.666958736,832.0,R,34639.72,10.12,0.92,10
408,PH201700000834,11.1943928977,122.844398065,834.0,R,-66521.34615384616,7.538461538461538,0.7307692307692307,10
409,PH201700000835,10.6780759075,122.608872891,835.0,R,19494.32,11.52,0.96,10
410,PH201700000836,10.6655082904,122.694846655,836.0,R,-41885.681818181816,8.772727272727273,0.8636363636363636,10
411,PH201700000837,10.6231619969,122.70800459,837.0,R,-45641.0,9.789473684210526,0.8947368421052632,10
412,PH201700000838,10.5973782871,122.596157934,838.0,U,32277.0,11.7,0.95,2
413,PH201700000839,10.6832384447,122.695759171,839.0,R,-47138.083333333336,8.375,0.875,10
414,PH201700000840,10.5374720202,122.681231425,840.0,R,-12550.304347826086,8.0,0.8260869565217391,10
415,PH201700000841,10.8095170421,122.661828157,841.0,R,-18193.772727272728,8.954545454545455,0.9545454545454546,10
416,PH201700000842,10.6492688119,122.713999486,842.0,R,-40886.0,9.708333333333334,0.9166666666666666,10
417,PH201700000843,10.5246200047,122.608170815,843.0,R,-64214.52173913043,12.478260869565217,0.8695652173913043,10
418,PH201700000844,10.6679211476,122.635110255,844.0,R,49418.5,11.75,0.9583333333333334,10
419,PH201700000845,10.7386186609,122.659766765,845.0,R,-6838.8,10.08,1.0,10
420,PH201700000846,10.4828828002,122.655970709,846.0,R,-51976.708333333336,8.375,0.9166666666666666,10
421,PH201700000847,10.7803053016,122.555579289,847.0,R,96382.42857142857,12.5,0.9285714285714286,10
422,PH201700000848,10.72243093,122.554192651,848.0,U,-11338.0,10.38888888888889,0.9444444444444444,2
423,PH201700000849,10.7354459133,122.546136893,849.0,U,-21578.57894736842,10.0,1.0,2
424,PH201700000850,10.6994359564,122.585092063,850.0,U,-22955.82352941177,9.941176470588236,1.0,2
425,PH201700000851,10.682190715,122.504821467,851.0,U,48186.882352941175,9.470588235294118,0.9411764705882352,2
426,PH201700000852,10.7193822644,122.556639461,852.0,R,69558.16666666667,10.944444444444445,1.0,10
427,PH201700000853,10.7102049691,122.549209341,853.0,U,47391.46153846154,11.23076923076923,1.0,2
428,PH201700000854,10.7070278968,122.562757531,854.0,U,87860.66666666667,10.333333333333334,1.0,2
429,PH201700000855,11.1779309636,122.629440434,855.0,R,-38383.82608695652,8.652173913043478,0.9130434782608696,10
430,PH201700000856,11.5205976092,123.074218086,856.0,R,-62541.55555555556,9.055555555555555,0.8333333333333334,10
431,PH201700000857,11.1709442008,122.976336856,857.0,R,-77128.45454545454,5.954545454545454,0.7727272727272727,10
432,PH201700000858,10.6449242304,122.173821194,858.0,R,-31779.416666666668,10.208333333333334,0.9583333333333334,10
433,PH201700000859,10.7276619046,122.442430702,859.0,R,-3702.5,10.083333333333334,0.9583333333333334,10
434,PH201700000860,10.6852936308,122.334911695,860.0,R,-54460.90909090909,8.909090909090908,0.9090909090909092,10
435,PH201700000861,11.026703885,122.782584498,861.0,R,27783.96,11.68,0.96,10
436,PH201700000862,10.9197548842,122.635349511,862.0,R,-19326.041666666668,9.75,0.875,10
437,PH201700000863,11.0684326779,122.592144173,863.0,R,-43085.16,7.88,0.92,10
438,PH201700000864,10.6268073867,122.172225958,864.0,R,33240.5,12.5,0.9583333333333334,10
439,PH201700000865,10.7769461872,122.231325999,865.0,R,-37311.391304347824,9.434782608695652,0.9565217391304348,10
440,PH201700000866,11.0485973038,122.480690341,866.0,R,-37071.333333333336,9.142857142857142,0.9523809523809524,10
441,PH201700000374,9.60961404012,123.113287573,374.0,R,11606.47619047619,8.285714285714286,0.9047619047619048,10
442,PH201700000375,9.57337890103,123.074909052,375.0,R,29064.0,9.333333333333334,1.0,10
443,PH201700000376,9.5265698635,123.070360828,376.0,R,-51099.5652173913,5.565217391304348,0.7391304347826086,10
444,PH201700000377,9.30955382882,123.304306169,377.0,R,94323.26315789472,11.263157894736842,1.0,10
445,PH201700000378,9.07060338814,122.992587303,378.0,R,-55253.77272727273,6.545454545454546,0.8636363636363636,10
446,PH201700000379,9.2229643435,123.261420467,379.0,R,-25044.0,5.555555555555555,0.8888888888888888,10
447,PH201700000380,9.46922322552,123.169044173,380.0,R,-22097.23809523809,8.285714285714286,0.9047619047619048,10
448,PH201700000381,10.2743861331,123.315528354,381.0,U,-61138.619047619046,5.571428571428571,0.9523809523809524,2
449,PH201700000382,10.04239389,123.097790013,382.0,R,-131010.1052631579,4.2105263157894735,0.2105263157894736,10
450,PH201700000383,9.36839315767,122.797945996,383.0,U,41157.0,9.5,0.9090909090909092,2
451,PH201700000384,9.05604460293,123.060418671,384.0,R,-15531.285714285714,8.095238095238095,0.9047619047619048,10
452,PH201700000385,9.20304570576,123.073030563,385.0,R,-108132.28571428572,3.571428571428572,0.1904761904761904,10
453,PH201700000867,9.61380526778,124.231150274,867.0,R,63621.31578947369,10.31578947368421,1.0,10
454,PH201700000868,10.1025653347,124.14203167,868.0,R,5311.181818181818,7.045454545454546,0.9090909090909092,10
455,PH201700000869,10.0541379383,124.500828227,869.0,R,-25112.809523809523,7.904761904761905,0.8571428571428571,10
456,PH201700000870,9.67848407215,123.97630197,870.0,R,77531.82608695653,11.304347826086955,0.9565217391304348,10
457,PH201700000871,9.63597216569,124.029145663,871.0,R,-7535.95,6.65,0.95,10
458,PH201700000872,9.90546283057,123.815139973,872.0,R,-1846.3636363636365,8.545454545454545,0.8636363636363636,10
459,PH201700000873,9.62387733519,124.240641916,873.0,R,13765.8,9.8,0.96,10
461,PH201700000875,10.0674866188,124.31883573,875.0,R,-50319.545454545456,7.181818181818182,0.5,10
462,PH201700000876,9.60846346128,123.795802905,876.0,R,43477.30434782609,11.26086956521739,1.0,10
463,PH201700000877,9.6158996281,123.98379775,877.0,R,8117.478260869565,8.608695652173912,1.0,10
464,PH201700000878,9.8206855301,123.995048593,878.0,R,-28825.46153846154,7.576923076923077,0.8846153846153846,10
465,PH201700000879,10.3906534212,123.927030242,879.0,U,133020.33333333334,18.33333333333333,1.0,2
466,PH201700000880,10.3158145164,123.904538502,880.0,U,39905.72222222222,14.22222222222222,0.9444444444444444,2
467,PH201700000881,10.3169175245,123.879462371,881.0,U,121876.09090909093,12.363636363636363,0.9090909090909092,2
468,PH201700000882,10.3088852472,123.9068358,882.0,U,11613.882352941177,8.0,0.8823529411764706,2
469,PH201700000883,10.2808940522,123.855681639,883.0,U,128141.05555555556,12.944444444444445,0.9444444444444444,2
470,PH201700000884,10.2836980696,123.869501831,884.0,U,40447.05555555556,9.88888888888889,0.9444444444444444,2
471,PH201700000885,10.2878510748,123.873350961,885.0,U,69578.25,10.5,1.0,2
472,PH201700000886,10.3106810201,123.898412309,886.0,U,29240.235294117647,9.882352941176473,1.0,2
473,PH201700000887,10.3009059786,123.996259772,887.0,U,158700.375,14.375,1.0,2
474,PH201700000888,10.302877037,123.986743913,888.0,U,34775.31578947369,9.210526315789474,0.8947368421052632,2
475,PH201700000889,10.3240371186,123.975111808,889.0,U,67016.41176470589,11.176470588235292,1.0,2
476,PH201700000890,10.290334257,124.001838363,890.0,U,43155.05882352941,8.470588235294118,0.8823529411764706,2
477,PH201700000891,10.3214262749,123.974590321,891.0,U,-11480.875,11.5,1.0,2
478,PH201700000892,10.3072002937,123.954655766,892.0,U,63436.4,10.666666666666666,0.8666666666666667,2
479,PH201700000893,10.3070701045,123.938834858,893.0,U,94626.73684210528,11.210526315789474,1.0,2
480,PH201700000894,10.2719440755,124.054938987,894.0,R,-49389.6,6.0,0.4,10
481,PH201700000895,10.3531706605,123.919596823,895.0,U,57730.76470588235,10.470588235294118,0.9411764705882352,2
482,PH201700000896,10.3590838787,123.95156667,896.0,U,60461.84210526316,21.157894736842103,1.0,2
483,PH201700000897,10.3574936619,123.95208543,897.0,U,-40797.19047619047,7.666666666666667,0.8095238095238095,2
484,PH201700000898,10.3746748913,123.925735894,898.0,U,12705.5,15.785714285714286,1.0,2
485,PH201700000899,10.3275575827,123.95312244,899.0,U,92972.71428571428,11.5,1.0,2
486,PH201700000900,10.3470673332,123.943976161,900.0,U,67621.35294117648,13.117647058823527,1.0,2
487,PH201700000901,10.3272339613,123.933682294,901.0,U,45058.27777777778,11.055555555555555,1.0,2
488,PH201700000902,10.3331503985,123.95129868,902.0,U,37168.3,13.55,0.95,2
489,PH201700000903,10.2584019838,123.956793345,903.0,R,62239.333333333336,9.583333333333334,0.875,10
490,PH201700000904,10.2567401937,123.959227578,904.0,R,20536.81818181818,9.454545454545457,0.8181818181818182,10
491,PH201700000905,10.6859720073,123.866326262,905.0,R,-61582.34782608696,4.565217391304348,0.9130434782608696,10
492,PH201700000906,10.2205887146,123.752002129,906.0,U,27080.5,9.818181818181818,1.0,2
493,PH201700000907,10.097954384,123.668082424,907.0,U,12528.90909090909,10.454545454545457,0.9090909090909092,2
494,PH201700000908,10.0861097116,123.52761044,908.0,R,-63058.681818181816,6.545454545454546,0.8636363636363636,10
495,PH201700000909,10.3811032333,123.65079955,909.0,U,16249.9,8.75,1.0,2
496,PH201700000910,10.4366873806,123.677356052,910.0,U,-36808.66666666666,7.5,0.9166666666666666,2
497,PH201700000911,10.5366850223,123.774051113,911.0,R,-66413.82608695653,6.260869565217392,0.8695652173913043,10
498,PH201700000912,10.2436121914,123.780667095,912.0,U,18143.904761904763,7.857142857142857,0.9047619047619048,2
499,PH201700000913,10.3493051781,123.609564945,913.0,R,-32951.7,7.5,0.9,10
500,PH201700000914,10.2838730121,123.649067295,914.0,R,-59710.40909090909,4.954545454545454,1.0,10
501,PH201700000915,9.21353087042,123.588273396,915.0,R,-38021.708333333336,11.666666666666666,0.9583333333333334,10
502,PH201700000916,9.19086657461,123.503337454,916.0,R,24336.454545454544,10.363636363636363,0.9545454545454546,10
503,PH201700000917,9.21593331465,123.465251056,917.0,R,-32460.34782608696,8.391304347826088,0.9130434782608696,10
504,PH201700000918,9.19905275885,123.638394375,918.0,R,32430.84,11.64,0.88,10
505,PH201700000919,9.14224542124,123.692483851,919.0,R,-24072.8,8.72,0.84,10
506,PH201700000920,9.15014418673,123.515146624,920.0,U,-37597.9,9.6,0.95,2
507,PH201700000921,9.22310277571,123.528619549,921.0,R,52024.81818181818,9.181818181818182,0.9545454545454546,10
508,PH201700000922,9.1753418827,123.638821878,922.0,R,-39262.04347826087,8.347826086956522,0.8260869565217391,10
509,PH201700000923,9.18465177211,123.485166005,923.0,R,-17381.521739130436,9.173913043478262,0.8695652173913043,10
510,PH201700000924,9.28833608776,123.612577453,924.0,R,30202.33333333333,13.125,1.0,10
511,PH201700000925,9.15168987081,123.554937189,925.0,R,-55783.458333333336,8.625,0.8333333333333334,10
512,PH201700000926,9.12091370965,123.551120298,926.0,R,-13354.5,9.136363636363637,1.0,10
513,PH201700000927,11.5936539395,124.394204284,927.0,R,53763.88,12.16,1.0,10
514,PH201700000928,11.5326690444,124.42448442,928.0,R,-23136.653846153848,8.115384615384615,0.9615384615384616,10
515,PH201700000929,11.6917236856,124.370912739,929.0,R,-2128.458333333333,7.0,0.9583333333333334,10
516,PH201700000930,11.6870414243,124.378056714,930.0,R,-42825.8,6.15,0.95,10
517,PH201700000931,11.5454321409,124.472172154,931.0,R,-8731.875,9.9375,1.0,10
518,PH201700000932,11.5155529524,124.551703473,932.0,R,-12823.68,7.36,0.96,10
519,PH201700000933,11.6591761614,124.358680127,933.0,R,24427.85,8.75,1.0,10
520,PH201700000934,11.6566826304,124.370254394,934.0,R,-47979.48,7.04,0.92,10
521,PH201700000935,11.6705173528,124.531815409,935.0,R,-17769.526315789473,6.7368421052631575,1.0,10
522,PH201700000936,11.4778846554,124.570539662,936.0,R,10950.181818181818,10.090909090909092,1.0,10
523,PH201700000937,11.4887579336,124.493605797,937.0,R,-52081.31578947369,6.421052631578948,0.9473684210526316,10
524,PH201700000938,11.499289904,124.455274608,938.0,R,-53265.85,6.35,0.85,10
525,PH201700000939,11.9825114875,125.43838393,939.0,R,-30887.590909090908,9.227272727272728,0.9545454545454546,10
526,PH201700000940,12.2477904372,125.396000094,940.0,R,-20860.18181818182,9.227272727272728,1.0,10
527,PH201700000941,12.3056684195,125.258791313,941.0,R,-106072.96153846152,4.5,0.9615384615384616,10
528,PH201700000942,11.0819367128,125.726151066,942.0,R,-39026.24,8.16,0.92,10
529,PH201700000943,11.4282647244,125.467196897,943.0,R,-37139.545454545456,6.136363636363637,0.9545454545454546,10
530,PH201700000944,11.1236708961,125.374817423,944.0,R,-51055.6,5.8,0.9,10
531,PH201700000945,12.2490023373,125.349076965,945.0,R,-82756.59090909091,7.227272727272727,0.9545454545454546,10
532,PH201700000946,12.1040257433,125.483013594,946.0,R,-27114.20833333333,7.208333333333333,1.0,10
533,PH201700000947,11.5916593433,125.446173844,947.0,R,70245.63636363637,11.0,1.0,10
534,PH201700000948,11.1316178834,125.688299898,948.0,R,1702.9545454545455,7.0,0.9090909090909092,10
535,PH201700000949,11.0373129261,125.731547726,949.0,R,10692.57142857143,8.80952380952381,0.9523809523809524,10
536,PH201700000950,11.2128925958,125.441887435,950.0,R,-96338.71428571428,5.428571428571429,1.0,10
537,PH201700000951,11.2277847558,124.992825645,951.0,R,37739.64705882353,11.823529411764708,0.9411764705882352,10
538,PH201700000952,11.2619125886,124.957469856,952.0,U,76929.86666666667,15.933333333333334,1.0,2
539,PH201700000953,11.2298008857,124.998809108,953.0,U,84462.0,10.27777777777778,0.9444444444444444,2
540,PH201700000954,11.2398216425,125.004057429,954.0,R,-71067.0,7.333333333333333,1.0,10
541,PH201700000955,11.196915053,125.010917186,955.0,U,140197.6875,13.5,1.0,2
542,PH201700000956,11.2220067245,125.002363732,956.0,R,42722.21428571428,10.571428571428571,0.9285714285714286,10
543,PH201700000957,11.2078427529,124.995997161,957.0,U,219.4705882352941,9.470588235294118,0.9411764705882352,2
544,PH201700000958,11.2549014879,124.98941739,958.0,R,-10405.0,7.9411764705882355,0.9411764705882352,10
545,PH201700000959,11.3237641199,124.755455065,959.0,R,-16936.260869565216,9.347826086956522,0.9565217391304348,10
546,PH201700000960,10.9924450009,124.427674156,960.0,R,-32713.58333333333,5.666666666666667,0.9583333333333334,10
547,PH201700000961,11.1781133902,124.986403165,961.0,R,34855.08,10.8,0.96,10
548,PH201700000962,10.6435817092,124.854249436,962.0,R,-29775.434782608696,7.826086956521739,0.9565217391304348,10
549,PH201700000963,11.036222999,124.935770655,963.0,R,-8374.26923076923,8.807692307692308,0.8846153846153846,10
550,PH201700000964,10.9904487084,124.988287526,964.0,R,-64389.08,7.96,0.76,10
551,PH201700000965,11.0154826128,124.584541767,965.0,U,35539.22727272727,9.454545454545457,0.9090909090909092,2
552,PH201700000966,10.9506066886,124.391967719,966.0,R,52.60869565217392,8.695652173913043,0.8260869565217391,10
553,PH201700000967,11.2880258061,124.773387483,967.0,R,1195.7916666666667,8.875,0.9583333333333334,10
554,PH201700000968,11.0753259655,124.885163112,968.0,R,15050.90909090909,9.772727272727272,0.9545454545454546,10
555,PH201700000969,11.0515732021,124.952669771,969.0,R,-60937.79166666666,7.791666666666667,0.6666666666666666,10
556,PH201700000970,10.8100684734,124.981667791,970.0,R,-444.0,8.608695652173912,0.9130434782608696,10
557,PH201700000971,12.4958517061,125.021388772,971.0,R,-65298.28,8.28,0.88,10
558,PH201700000972,12.3092365226,125.328011322,972.0,R,-18630.125,8.541666666666666,0.9166666666666666,10
559,PH201700000973,12.5145911087,125.112906741,973.0,R,-61515.454545454544,6.590909090909091,0.9090909090909092,10
560,PH201700000974,12.3616406099,124.337645315,974.0,R,-11074.870967741936,7.806451612903226,0.8709677419354839,10
561,PH201700000975,12.3594237368,124.657190039,975.0,R,-126683.26923076923,3.0,0.7307692307692307,10
562,PH201700000976,12.44141762,124.34994381,976.0,R,-46133.21739130434,7.956521739130435,0.8695652173913043,10
563,PH201700000977,12.5672482416,125.039836112,977.0,R,-15827.42857142857,9.285714285714286,0.9047619047619048,10
564,PH201700000978,12.5894277068,125.140593075,978.0,R,-70321.19230769231,5.807692307692308,0.9615384615384616,10
565,PH201700000979,12.3368765109,125.253840342,979.0,R,-48521.5,7.227272727272727,0.8181818181818182,10
566,PH201700000980,12.4845041381,124.652295331,980.0,R,102735.8,14.32,1.0,10
567,PH201700000981,12.5387328402,124.282157329,981.0,R,-30191.70833333333,8.875,0.9166666666666666,10
568,PH201700000982,12.5188932196,124.411366331,982.0,R,-42656.125,8.416666666666666,0.7916666666666666,10
569,PH201700000983,10.3795969378,124.965979209,983.0,R,45758.48,10.52,1.0,10
570,PH201700000984,9.92949434794,125.248766471,984.0,R,-44626.45,9.7,0.95,10
571,PH201700000985,10.4790071082,124.971977471,985.0,R,-53272.5652173913,5.652173913043479,0.8695652173913043,10
572,PH201700000986,10.4214341815,124.935846635,986.0,R,-78238.17391304347,5.478260869565218,1.0,10
573,PH201700000987,10.1052844249,124.952567507,987.0,R,153.44,8.64,1.0,10
574,PH201700000988,10.204562088,124.832016931,988.0,R,-8364.782608695652,8.391304347826088,0.9565217391304348,10
575,PH201700000989,10.2638515818,125.119257242,989.0,R,50162.96,9.36,1.0,10
